id,temperature_c,created_at
75828,10.36,2026-03-11 18:11:24.151217+00
75829,10.81,2026-03-11 18:12:47.049898+00
75830,10.3,2026-03-11 18:13:44.472474+00
75831,10.13,2026-03-11 18:14:38.66464+00
75832,10.65,2026-03-11 18:15:27.667617+00
75833,11.06,2026-03-11 18:16:05.170162+00
75834,9.41,2026-03-11 18:18:13.04912+00
75835,10.29,2026-03-11 18:19:27.602584+00
75836,10.48,2026-03-11 18:20:17.700102+00
75837,10.32,2026-03-11 18:21:34.14616+00
75838,10.55,2026-03-11 18:22:29.132076+00
75839,9.61,2026-03-11 18:23:29.223285+00
75840,9.69,2026-03-11 18:24:22.16641+00
75841,10.61,2026-03-11 18:25:00.041155+00
75842,11.02,2026-03-11 18:26:30.283464+00
75843,10.29,2026-03-11 18:27:01.227498+00
75844,11.24,2026-03-11 18:28:01.529624+00
75845,10.57,2026-03-11 18:29:41.582844+00
75846,11.51,2026-03-11 18:30:19.009517+00
75847,9.8,2026-03-11 18:32:36.032286+00
75848,10.07,2026-03-11 18:33:03.253643+00
75849,10.51,2026-03-11 18:34:03.732598+00
75850,10.45,2026-03-11 18:35:31.891488+00
75851,10.48,2026-03-11 18:36:29.887553+00
75852,10.37,2026-03-11 18:37:04.686712+00
75853,10.65,2026-03-11 18:38:20.715379+00
75854,10.19,2026-03-11 18:39:36.035545+00
75855,10.84,2026-03-11 18:40:25.000832+00
75856,11.05,2026-03-11 18:41:11.868854+00
75857,10.74,2026-03-11 18:42:20.877873+00
75858,9.95,2026-03-11 18:43:39.189827+00
75859,11.2,2026-03-11 18:44:01.855726+00
75860,10.74,2026-03-11 18:45:33.472329+00
75861,10.12,2026-03-11 18:47:03.76838+00
75862,10.68,2026-03-11 18:48:44.84357+00
75863,9.66,2026-03-11 18:49:21.454802+00
75864,10.11,2026-03-11 18:50:32.638467+00
75865,10.82,2026-03-11 18:51:17.273218+00
75866,11.16,2026-03-11 18:52:13.906146+00
75867,11.03,2026-03-11 18:53:05.792138+00
75868,10.01,2026-03-11 18:54:05.818376+00
75869,10.08,2026-03-11 18:55:45.327419+00
75870,10.39,2026-03-11 18:56:14.486787+00
75871,9.91,2026-03-11 18:57:04.542127+00
75872,10.07,2026-03-11 18:58:29.470246+00
75873,9.93,2026-03-11 18:59:12.345904+00
75874,10.07,2026-03-11 19:00:43.661895+00
75875,10.37,2026-03-11 19:02:13.003461+00
75876,10.23,2026-03-11 19:03:23.547724+00
75877,10.63,2026-03-11 19:04:42.504788+00
75878,10.2,2026-03-11 19:05:29.729815+00
75879,10.11,2026-03-11 19:06:09.564579+00
75880,11.29,2026-03-11 19:07:18.65256+00
75881,9.75,2026-03-11 19:08:12.533796+00
75882,10.66,2026-03-11 19:09:06.356217+00
75883,9.52,2026-03-11 19:10:20.869744+00
75884,10.81,2026-03-11 19:11:06.38494+00
75885,10.88,2026-03-11 19:12:30.490869+00
75886,10.3,2026-03-11 19:13:16.512762+00
75887,10.11,2026-03-11 19:14:48.7156+00
75888,9.55,2026-03-11 19:16:11.667235+00
75889,10.69,2026-03-11 19:17:09.051736+00
75890,10,2026-03-11 19:18:35.816359+00
75891,9.83,2026-03-11 19:19:04.091042+00
75892,10.16,2026-03-11 19:20:34.284119+00
75893,10.99,2026-03-11 19:21:04.037798+00
75894,10.68,2026-03-11 19:22:38.87302+00
75895,9.37,2026-03-11 19:23:17.476187+00
75896,10.47,2026-03-11 19:24:39.683125+00
75897,9.45,2026-03-11 19:25:35.791309+00
75898,10.09,2026-03-11 19:26:35.823522+00
75899,9.34,2026-03-11 19:27:25.882446+00
75900,10.17,2026-03-11 19:28:38.376319+00
75901,10.35,2026-03-11 19:29:23.198884+00
75902,9.33,2026-03-11 19:31:02.30986+00
75903,9.87,2026-03-11 19:32:32.493047+00
75904,8.99,2026-03-11 19:33:42.384046+00
75905,9.96,2026-03-11 19:34:13.645736+00
75906,10.71,2026-03-11 19:35:45.444834+00
75907,9.54,2026-03-11 19:36:08.363859+00
75908,10.74,2026-03-11 19:37:49.645605+00
75909,9.53,2026-03-11 19:38:16.96299+00
75910,9.04,2026-03-11 19:39:47.164956+00
75911,10.61,2026-03-11 19:40:35.59613+00
75912,9.09,2026-03-11 19:41:41.389892+00
75913,9.84,2026-03-11 19:42:11.117+00
75914,9.12,2026-03-11 19:43:34.864216+00
75915,9.94,2026-03-11 19:44:09.061108+00
75916,10.42,2026-03-11 19:46:11.040627+00
75917,10.11,2026-03-11 19:47:40.766212+00
75918,9.21,2026-03-11 19:48:10.534235+00
75919,9.91,2026-03-11 19:49:15.060069+00
75920,8.5,2026-03-11 19:50:34.230312+00
75921,9.94,2026-03-11 19:51:45.745848+00
75922,9.64,2026-03-11 19:52:14.706354+00
75923,10.13,2026-03-11 19:53:02.666915+00
75924,8.64,2026-03-11 19:54:42.597829+00
75925,9.87,2026-03-11 19:55:42.655703+00
75926,10.11,2026-03-11 19:56:46.112688+00
75927,10.18,2026-03-11 19:57:32.377145+00
75928,8.82,2026-03-11 19:58:37.249344+00
75929,9.75,2026-03-11 20:00:03.070847+00
75930,9.61,2026-03-11 20:01:25.376866+00
75931,8.33,2026-03-11 20:03:34.554941+00
75932,10.03,2026-03-11 20:04:48.362424+00
75933,9.68,2026-03-11 20:05:17.015069+00
75934,9.71,2026-03-11 20:06:15.582369+00
75935,9.08,2026-03-11 20:07:44.49181+00
75936,9.79,2026-03-11 20:08:28.109913+00
75937,9.99,2026-03-11 20:09:35.453905+00
75938,9.02,2026-03-11 20:11:18.578041+00
75939,8.68,2026-03-11 20:12:45.256297+00
75940,9.23,2026-03-11 20:13:02.736553+00
75941,9.32,2026-03-11 20:14:03.65972+00
75942,9.1,2026-03-11 20:15:04.931574+00
75943,9.05,2026-03-11 20:16:23.891783+00
75944,9.05,2026-03-11 20:17:27.679364+00
75945,10,2026-03-11 20:18:17.936912+00
75946,8.25,2026-03-11 20:19:02.498278+00
75947,9.22,2026-03-11 20:20:36.431811+00
75948,9.92,2026-03-11 20:21:21.849146+00
75949,8.94,2026-03-11 20:22:29.239045+00
75950,8.63,2026-03-11 20:23:23.567071+00
75951,9.03,2026-03-11 20:25:15.19609+00
75952,9.83,2026-03-11 20:26:10.275425+00
75953,9.3,2026-03-11 20:27:22.722403+00
75954,9.77,2026-03-11 20:28:40.526624+00
75955,8.37,2026-03-11 20:29:15.189682+00
75956,8.45,2026-03-11 20:30:25.656568+00
75957,8.97,2026-03-11 20:31:48.329827+00
75958,9.81,2026-03-11 20:32:13.13609+00
75959,9.48,2026-03-11 20:33:06.821219+00
75960,8.54,2026-03-11 20:34:46.927541+00
75961,8.12,2026-03-11 20:35:13.646923+00
75962,8.34,2026-03-11 20:36:38.00086+00
75963,9.89,2026-03-11 20:37:03.527215+00
75964,8.06,2026-03-11 20:38:21.618935+00
75965,8.51,2026-03-11 20:40:00.203864+00
75966,9.21,2026-03-11 20:41:42.440192+00
75967,9.36,2026-03-11 20:42:04.308872+00
75968,9.37,2026-03-11 20:43:15.338305+00
75969,9.4,2026-03-11 20:44:12.231748+00
75970,8.2,2026-03-11 20:45:19.226721+00
75971,8.51,2026-03-11 20:46:06.713487+00
75972,8.89,2026-03-11 20:47:40.064472+00
75973,8.06,2026-03-11 20:48:09.043912+00
75974,9.64,2026-03-11 20:49:44.011218+00
75975,9.17,2026-03-11 20:50:35.220047+00
75976,9.73,2026-03-11 20:51:08.468425+00
75977,9.52,2026-03-11 20:52:26.962871+00
75978,9.19,2026-03-11 20:54:44.41607+00
75979,9.07,2026-03-11 20:55:34.457749+00
75980,9.7,2026-03-11 20:56:19.832667+00
75981,9.56,2026-03-11 20:57:27.725267+00
75982,8.03,2026-03-11 20:58:04.727805+00
75983,9.15,2026-03-11 20:59:39.492313+00
75984,7.79,2026-03-11 21:00:39.661579+00
75985,7.76,2026-03-11 21:01:42.484372+00
75986,7.74,2026-03-11 21:02:29.611895+00
75987,9.03,2026-03-11 21:03:44.229224+00
75988,8.04,2026-03-11 21:04:15.001135+00
75989,9.12,2026-03-11 21:05:12.02416+00
75990,8.17,2026-03-11 21:06:15.944552+00
75991,8.6,2026-03-11 21:07:12.685809+00
75992,8.74,2026-03-11 21:09:08.204701+00
75993,9.66,2026-03-11 21:10:16.355438+00
75994,8.44,2026-03-11 21:11:20.598275+00
75995,8.59,2026-03-11 21:12:43.603558+00
75996,8.3,2026-03-11 21:13:23.013736+00
75997,8.57,2026-03-11 21:14:19.482348+00
75998,8.94,2026-03-11 21:15:26.656699+00
75999,8.55,2026-03-11 21:16:32.389912+00
76000,9.14,2026-03-11 21:17:13.035491+00
76001,7.91,2026-03-11 21:18:44.664914+00
76002,8.91,2026-03-11 21:19:44.465784+00
76003,9.51,2026-03-11 21:20:02.085523+00
76004,8.47,2026-03-11 21:21:25.347725+00
76005,8.74,2026-03-11 21:23:23.633181+00
76006,9.47,2026-03-11 21:24:35.517668+00
76007,8.43,2026-03-11 21:25:34.740698+00
76008,7.83,2026-03-11 21:26:24.357455+00
76009,9.16,2026-03-11 21:27:43.140845+00
76010,9.19,2026-03-11 21:28:30.188134+00
76011,8.49,2026-03-11 21:29:24.277975+00
76012,9,2026-03-11 21:30:20.622761+00
76013,9.26,2026-03-11 21:31:32.436202+00
76014,8.35,2026-03-11 21:32:25.022188+00
76015,9.53,2026-03-11 21:33:18.73297+00
76016,8.43,2026-03-11 21:34:06.527336+00
76017,9.7,2026-03-11 21:35:35.917392+00
76018,8.66,2026-03-11 21:36:47.568727+00
76019,9.69,2026-03-11 21:37:41.70753+00
76020,9.51,2026-03-11 21:39:29.747253+00
76021,8.18,2026-03-11 21:40:38.000032+00
76022,8.94,2026-03-11 21:41:32.045002+00
76023,7.78,2026-03-11 21:42:34.950331+00
76024,7.85,2026-03-11 21:43:16.373533+00
76025,8.99,2026-03-11 21:45:01.152515+00
76026,8.62,2026-03-11 21:46:49.912349+00
76027,9.13,2026-03-11 21:47:30.301832+00
76028,8.79,2026-03-11 21:48:20.688654+00
76029,8.29,2026-03-11 21:49:00.767312+00
76030,8.93,2026-03-11 21:51:13.77283+00
76031,8,2026-03-11 21:52:33.104928+00
76032,9.31,2026-03-11 21:53:48.744069+00
76033,8.57,2026-03-11 21:54:00.637982+00
76034,8.67,2026-03-11 21:55:29.163723+00
76035,8.37,2026-03-11 21:56:19.767752+00
76036,9.21,2026-03-11 21:57:20.110204+00
76037,9.32,2026-03-11 21:58:01.160087+00
76038,7.71,2026-03-11 21:59:45.010189+00
76039,8.32,2026-03-11 22:00:16.169486+00
76040,7.87,2026-03-11 22:01:08.652192+00
76041,8.65,2026-03-11 22:02:38.573023+00
76042,8.9,2026-03-11 22:03:43.737022+00
76043,7.93,2026-03-11 22:04:09.105583+00
76044,8.29,2026-03-11 22:05:37.577974+00
76045,8.98,2026-03-11 22:07:08.770429+00
76046,9.01,2026-03-11 22:08:08.932427+00
76047,8.1,2026-03-11 22:09:46.245501+00
76048,9.37,2026-03-11 22:10:35.608978+00
76049,7.73,2026-03-11 22:11:49.713052+00
76050,9.26,2026-03-11 22:12:47.253276+00
76051,8.35,2026-03-11 22:13:46.557191+00
76052,9.4,2026-03-11 22:14:42.147583+00
76053,7.63,2026-03-11 22:15:20.108642+00
76054,7.84,2026-03-11 22:16:25.311804+00
76055,9.15,2026-03-11 22:17:47.05302+00
76056,9.42,2026-03-11 22:18:15.531086+00
76057,7.99,2026-03-11 22:19:17.151703+00
76058,7.5,2026-03-11 22:20:31.106861+00
76059,8.74,2026-03-11 22:22:45.764638+00
76060,8.13,2026-03-11 22:23:08.68713+00
76061,8.51,2026-03-11 22:24:22.389552+00
76062,8.22,2026-03-11 22:25:09.282537+00
76063,7.75,2026-03-11 22:26:40.212003+00
76064,9.14,2026-03-11 22:27:00.760206+00
76065,8.26,2026-03-11 22:28:19.572572+00
76066,8.25,2026-03-11 22:29:15.550031+00
76067,8.97,2026-03-11 22:30:39.734285+00
76068,9.06,2026-03-11 22:31:14.254579+00
76069,7.36,2026-03-11 22:32:47.949064+00
76070,9.25,2026-03-11 22:33:18.202142+00
76071,8.68,2026-03-11 22:36:37.100074+00
76072,8.4,2026-03-11 22:37:10.467756+00
76073,8.54,2026-03-11 22:38:46.549719+00
76074,7.7,2026-03-11 22:39:47.513797+00
76075,8.87,2026-03-11 22:40:01.235389+00
76076,8.2,2026-03-11 22:41:29.676768+00
76077,9.2,2026-03-11 22:42:45.253368+00
76078,8.66,2026-03-11 22:43:08.850695+00
76079,7.52,2026-03-11 22:44:23.701445+00
76080,7.33,2026-03-11 22:45:36.698124+00
76081,7.65,2026-03-11 22:46:14.609837+00
76082,8.52,2026-03-11 22:47:13.21077+00
76083,7.81,2026-03-11 22:49:25.889788+00
76084,7.55,2026-03-11 22:50:31.115515+00
76085,7.58,2026-03-11 22:51:15.945456+00
76086,7.76,2026-03-11 22:52:01.964655+00
76087,7.32,2026-03-11 22:53:40.623282+00
76088,7.74,2026-03-11 22:54:26.344292+00
76089,7.27,2026-03-11 22:55:00.67669+00
76090,8.48,2026-03-11 22:56:12.610664+00
76091,7.38,2026-03-11 22:57:07.798515+00
76092,8.62,2026-03-11 22:58:24.248383+00
76093,8.81,2026-03-11 22:59:40.398324+00
76094,7.45,2026-03-11 23:00:47.028245+00
76095,7.06,2026-03-11 23:01:16.455024+00
76096,7.75,2026-03-11 23:02:09.384874+00
76097,7.19,2026-03-11 23:04:31.477805+00
76098,8.93,2026-03-11 23:05:39.479908+00
76099,8.65,2026-03-11 23:06:27.593712+00
76100,8.41,2026-03-11 23:07:18.094972+00
76101,7.52,2026-03-11 23:08:09.107625+00
76102,8.4,2026-03-11 23:09:11.793489+00
76103,8.14,2026-03-11 23:10:15.617048+00
76104,7.04,2026-03-11 23:11:18.194542+00
76105,7.09,2026-03-11 23:12:00.060139+00
76106,7.64,2026-03-11 23:13:22.80147+00
76107,7.23,2026-03-11 23:14:44.470019+00
76108,7.54,2026-03-11 23:15:17.395442+00
76109,7.43,2026-03-11 23:17:45.288029+00
76110,7.03,2026-03-11 23:18:13.237746+00
76111,7.03,2026-03-11 23:19:03.601564+00
76112,8.51,2026-03-11 23:20:32.474997+00
76113,7.27,2026-03-11 23:21:11.277763+00
76114,8.07,2026-03-11 23:22:01.774684+00
76115,7.28,2026-03-11 23:23:02.555241+00
76116,8.33,2026-03-11 23:24:17.144842+00
76117,8.8,2026-03-11 23:25:43.740733+00
76118,7.15,2026-03-11 23:26:39.870984+00
76119,8.28,2026-03-11 23:27:19.475876+00
76120,7.97,2026-03-11 23:28:26.615731+00
76121,7.74,2026-03-11 23:29:32.822852+00
76122,8.69,2026-03-11 23:30:04.715995+00
76123,8.02,2026-03-11 23:32:02.995106+00
76124,7.98,2026-03-11 23:33:38.847819+00
76125,7.44,2026-03-11 23:34:36.229595+00
76126,7.53,2026-03-11 23:35:41.974088+00
76127,7.04,2026-03-11 23:36:23.098192+00
76128,7.88,2026-03-11 23:37:34.083775+00
76129,7.19,2026-03-11 23:38:45.245244+00
76130,6.82,2026-03-11 23:39:40.210195+00
76131,7.68,2026-03-11 23:40:17.645022+00
76132,7.77,2026-03-11 23:41:16.030763+00
76133,7.67,2026-03-11 23:42:22.447673+00
76134,7.72,2026-03-11 23:43:25.749583+00
76135,7.42,2026-03-11 23:44:34.228258+00
76136,8.59,2026-03-11 23:45:14.557452+00
76137,6.76,2026-03-11 23:47:47.185085+00
76138,8.28,2026-03-11 23:48:04.571138+00
76139,6.82,2026-03-11 23:49:16.57413+00
76140,8.12,2026-03-11 23:50:04.59686+00
76141,7.06,2026-03-11 23:51:23.347029+00
76142,8.24,2026-03-11 23:52:36.847958+00
76143,7.1,2026-03-11 23:53:41.354242+00
76144,6.96,2026-03-11 23:54:17.632548+00
76145,6.91,2026-03-11 23:55:09.84352+00
76146,7.43,2026-03-11 23:56:00.582811+00
76147,8.29,2026-03-11 23:57:01.618983+00
76148,7.16,2026-03-11 23:58:41.431572+00
76149,7.92,2026-03-11 23:59:00.417708+00
76150,7.06,2026-03-12 00:00:35.913162+00
76151,7.54,2026-03-12 00:02:26.186855+00
76152,6.84,2026-03-12 00:03:01.624388+00
76153,6.74,2026-03-12 00:04:39.532659+00
76154,7.03,2026-03-12 00:05:25.699579+00
76155,7.91,2026-03-12 00:06:44.397885+00
76156,6.98,2026-03-12 00:07:17.050951+00
76157,8.41,2026-03-12 00:08:36.987728+00
76158,8.3,2026-03-12 00:09:27.456534+00
76159,7.22,2026-03-12 00:10:07.835608+00
76160,7.07,2026-03-12 00:11:33.579769+00
76161,8.27,2026-03-12 00:12:49.599356+00
76162,6.78,2026-03-12 00:13:36.115418+00
76163,8.37,2026-03-12 00:14:05.605658+00
76164,7.7,2026-03-12 00:15:30.529171+00
76165,8.34,2026-03-12 00:17:01.23156+00
76166,7,2026-03-12 00:18:34.974224+00
76167,7.7,2026-03-12 00:19:30.177035+00
76168,6.84,2026-03-12 00:20:27.873775+00
76169,7.56,2026-03-12 00:21:49.382612+00
76170,7.43,2026-03-12 00:22:30.677718+00
76171,7.33,2026-03-12 00:23:08.707654+00
76172,8.34,2026-03-12 00:24:39.207065+00
76173,7.71,2026-03-12 00:25:49.23744+00
76174,7.18,2026-03-12 00:26:33.79123+00
76175,6.85,2026-03-12 00:27:06.344045+00
76176,7.49,2026-03-12 00:28:29.348672+00
76177,7.25,2026-03-12 00:29:36.677331+00
76178,8.2,2026-03-12 00:30:31.362256+00
76179,6.41,2026-03-12 00:32:20.886189+00
76180,8.05,2026-03-12 00:33:22.145107+00
76181,7.29,2026-03-12 00:34:32.199239+00
76182,6.66,2026-03-12 00:35:34.580003+00
76183,7.62,2026-03-12 00:36:07.748956+00
76184,7.74,2026-03-12 00:37:05.730987+00
76185,8.28,2026-03-12 00:38:03.285167+00
76186,7.74,2026-03-12 00:39:38.285544+00
76187,7.84,2026-03-12 00:40:13.189155+00
76188,8.21,2026-03-12 00:41:41.726015+00
76189,6.5,2026-03-12 00:42:12.65374+00
76190,6.62,2026-03-12 00:43:32.558316+00
76191,7.59,2026-03-12 00:44:04.517187+00
76192,7.19,2026-03-12 00:45:27.881969+00
76193,6.85,2026-03-12 00:47:34.503958+00
76194,6.9,2026-03-12 00:48:39.772729+00
76195,6.81,2026-03-12 00:49:40.576357+00
76196,8.19,2026-03-12 00:50:35.765042+00
76197,6.91,2026-03-12 00:51:16.933599+00
76198,8.01,2026-03-12 00:52:26.235214+00
76199,7.79,2026-03-12 00:53:34.280403+00
76200,6.64,2026-03-12 00:54:42.070721+00
76201,6.9,2026-03-12 00:55:21.587185+00
76202,7.52,2026-03-12 00:56:36.244149+00
76203,6.48,2026-03-12 00:57:35.695173+00
76204,7.78,2026-03-12 00:58:39.20331+00
76205,6.59,2026-03-12 00:59:34.981686+00
76206,6.61,2026-03-12 01:00:48.092618+00
76207,7.87,2026-03-12 01:02:49.160835+00
76208,6.34,2026-03-12 01:03:32.11649+00
76209,6.94,2026-03-12 01:04:42.086734+00
76210,6.35,2026-03-12 01:05:20.590467+00
76211,8.08,2026-03-12 01:06:45.382912+00
76212,6.61,2026-03-12 01:07:18.689949+00
76213,7.99,2026-03-12 01:08:47.995638+00
76214,6.79,2026-03-12 01:09:28.544792+00
76215,7.88,2026-03-12 01:10:04.277844+00
76216,6.56,2026-03-12 01:11:45.895068+00
76217,6.77,2026-03-12 01:12:05.969785+00
76218,7.76,2026-03-12 01:13:20.867889+00
76219,7.41,2026-03-12 01:14:05.591004+00
76220,6.77,2026-03-12 01:15:38.221041+00
76221,6.75,2026-03-12 01:17:10.492919+00
76222,8.01,2026-03-12 01:18:04.947667+00
76223,6.97,2026-03-12 01:19:23.265176+00
76224,7.19,2026-03-12 01:20:48.11584+00
76225,7.16,2026-03-12 01:21:47.303551+00
76226,7.45,2026-03-12 01:22:12.659959+00
76227,6.89,2026-03-12 01:23:22.710444+00
76228,7.14,2026-03-12 01:24:42.51405+00
76229,6.85,2026-03-12 01:25:38.897708+00
76230,6.74,2026-03-12 01:26:08.376853+00
76231,7.3,2026-03-12 01:27:29.602484+00
76232,6.24,2026-03-12 01:28:01.723973+00
76233,7.98,2026-03-12 01:29:10.032864+00
76234,6.85,2026-03-12 01:30:35.67074+00
76235,7.8,2026-03-12 01:32:13.010057+00
76236,6.47,2026-03-12 01:33:15.055125+00
76237,7.21,2026-03-12 01:34:39.423772+00
76238,6.54,2026-03-12 01:35:23.964745+00
76239,6.89,2026-03-12 01:36:41.436457+00
76240,6.4,2026-03-12 01:37:46.919462+00
76241,7.86,2026-03-12 01:38:08.993331+00
76242,7.35,2026-03-12 01:39:42.110022+00
76243,7.43,2026-03-12 01:40:11.262382+00
76244,6.22,2026-03-12 01:41:09.900792+00
76245,6.58,2026-03-12 01:42:22.319024+00
76246,7.38,2026-03-12 01:43:18.869426+00
76247,7.94,2026-03-12 01:44:39.362354+00
76248,6.5,2026-03-12 01:45:47.464769+00
76249,8,2026-03-12 01:47:00.003387+00
76250,7.19,2026-03-12 01:48:26.887916+00
76251,7.41,2026-03-12 01:49:30.110574+00
76252,6.64,2026-03-12 01:50:12.319376+00
76253,6.53,2026-03-12 01:51:24.326857+00
76254,7.2,2026-03-12 01:52:25.733692+00
76255,7.96,2026-03-12 01:53:19.423917+00
76256,6.2,2026-03-12 01:54:29.985558+00
76257,6.24,2026-03-12 01:55:07.303618+00
76258,7.09,2026-03-12 01:56:43.936017+00
76259,7.4,2026-03-12 01:57:05.833979+00
76260,7.19,2026-03-12 01:58:46.703229+00
76261,7.57,2026-03-12 01:59:30.207553+00
76262,6.21,2026-03-12 02:00:46.570612+00
76263,7.72,2026-03-12 02:01:13.040043+00
76264,7.43,2026-03-12 02:03:26.400603+00
76265,6.66,2026-03-12 02:04:22.983735+00
76266,7.78,2026-03-12 02:05:04.4864+00
76267,7.63,2026-03-12 02:06:21.050332+00
76268,6.19,2026-03-12 02:07:46.971162+00
76269,6.46,2026-03-12 02:08:41.942028+00
76270,6.62,2026-03-12 02:09:14.705429+00
76271,7.17,2026-03-12 02:10:33.712797+00
76272,6.94,2026-03-12 02:11:05.333797+00
76273,7.86,2026-03-12 02:12:32.252275+00
76274,6.08,2026-03-12 02:13:34.350644+00
76275,7.09,2026-03-12 02:14:04.313907+00
76276,7.58,2026-03-12 02:15:16.409658+00
76277,7.09,2026-03-12 02:16:14.510239+00
76278,7.58,2026-03-12 02:18:34.95396+00
76279,7.02,2026-03-12 02:19:27.847908+00
76280,7.81,2026-03-12 02:20:45.793774+00
76281,6.99,2026-03-12 02:21:04.022514+00
76282,7.11,2026-03-12 02:22:20.713855+00
76283,6.39,2026-03-12 02:23:26.207653+00
76284,6.33,2026-03-12 02:24:07.353193+00
76285,6.09,2026-03-12 02:25:40.835098+00
76286,7.94,2026-03-12 02:26:26.847873+00
76287,6.54,2026-03-12 02:27:06.724732+00
76288,6.14,2026-03-12 02:28:49.186307+00
76289,7.78,2026-03-12 02:29:49.221045+00
76290,6.69,2026-03-12 02:30:18.543586+00
76291,6.49,2026-03-12 02:31:10.165827+00
76292,6.38,2026-03-12 02:32:43.861587+00
76293,7.76,2026-03-12 02:34:00.937021+00
76294,7.92,2026-03-12 02:35:35.691041+00
76295,7.63,2026-03-12 02:36:36.891408+00
76296,6.83,2026-03-12 02:37:10.772664+00
76297,7.48,2026-03-12 02:38:40.453695+00
76298,6.57,2026-03-12 02:39:17.521721+00
76299,6.25,2026-03-12 02:40:41.299869+00
76300,6.99,2026-03-12 02:41:34.671266+00
76301,6.44,2026-03-12 02:42:20.447855+00
76302,7.34,2026-03-12 02:43:35.416548+00
76303,6.31,2026-03-12 02:44:02.821721+00
76304,7.88,2026-03-12 02:45:22.03816+00
76305,6.67,2026-03-12 02:46:38.910377+00
76306,7.1,2026-03-12 02:47:11.909865+00
76307,7.85,2026-03-12 02:49:34.50715+00
76308,6.51,2026-03-12 02:50:15.224428+00
76309,6.5,2026-03-12 02:51:18.450416+00
76310,7.21,2026-03-12 02:52:13.286936+00
76311,7.93,2026-03-12 02:53:14.754311+00
76312,7.57,2026-03-12 02:54:09.092084+00
76313,7.72,2026-03-12 02:55:43.927248+00
76314,7.84,2026-03-12 02:56:27.451699+00
76315,7.02,2026-03-12 02:57:10.033708+00
76316,6.15,2026-03-12 02:58:43.909033+00
76317,7.61,2026-03-12 02:59:11.019456+00
76318,7.66,2026-03-12 03:00:03.022766+00
76319,7.74,2026-03-12 03:01:10.920648+00
76320,7.9,2026-03-12 03:02:20.878864+00
76321,7.68,2026-03-12 03:03:32.420223+00
76322,6.93,2026-03-12 03:05:26.524398+00
76323,6.27,2026-03-12 03:06:42.090764+00
76324,6.9,2026-03-12 03:07:11.585261+00
76325,7.22,2026-03-12 03:08:25.656718+00
76326,7.43,2026-03-12 03:09:27.826293+00
76327,7.3,2026-03-12 03:10:33.313198+00
76328,6.03,2026-03-12 03:11:19.422039+00
76329,6.94,2026-03-12 03:12:15.912374+00
76330,7.88,2026-03-12 03:13:47.084238+00
76331,7.67,2026-03-12 03:14:13.610752+00
76332,7.64,2026-03-12 03:15:46.150067+00
76333,7.23,2026-03-12 03:16:29.772059+00
76334,6.53,2026-03-12 03:17:28.134257+00
76335,6.73,2026-03-12 03:18:28.902415+00
76336,7.03,2026-03-12 03:20:45.440756+00
76337,6.1,2026-03-12 03:21:19.578815+00
76338,6.3,2026-03-12 03:22:45.595883+00
76339,7.57,2026-03-12 03:23:28.704693+00
76340,6.79,2026-03-12 03:24:45.548683+00
76341,6.82,2026-03-12 03:25:19.733394+00
76342,7.61,2026-03-12 03:26:27.451753+00
76343,7.48,2026-03-12 03:27:24.534558+00
76344,6.87,2026-03-12 03:28:32.873266+00
76345,6.94,2026-03-12 03:29:47.058996+00
76346,6.16,2026-03-12 03:30:01.015402+00
76347,7.19,2026-03-12 03:31:10.042304+00
76348,6.36,2026-03-12 03:32:16.214711+00
76349,7.17,2026-03-12 03:33:27.566673+00
76350,6.26,2026-03-12 03:35:08.342608+00
76351,7.6,2026-03-12 03:36:21.239069+00
76352,6.77,2026-03-12 03:37:36.771063+00
76353,7.85,2026-03-12 03:38:45.374983+00
76354,6.1,2026-03-12 03:39:02.869265+00
76355,6.8,2026-03-12 03:40:42.680009+00
76356,8.07,2026-03-12 03:41:35.71414+00
76357,7.94,2026-03-12 03:42:39.300501+00
76358,7.5,2026-03-12 03:43:30.943185+00
76359,7.78,2026-03-12 03:44:38.000811+00
76360,8.15,2026-03-12 03:45:20.689669+00
76361,6.72,2026-03-12 03:46:10.580549+00
76362,7.96,2026-03-12 03:47:05.395991+00
76363,7.87,2026-03-12 03:48:31.872689+00
76364,7.96,2026-03-12 03:50:01.096066+00
76365,7.41,2026-03-12 03:51:32.20628+00
76366,7.17,2026-03-12 03:52:11.175287+00
76367,6.3,2026-03-12 03:54:43.178629+00
76368,7.14,2026-03-12 03:55:17.626016+00
76369,7.61,2026-03-12 03:56:13.483417+00
76370,7.25,2026-03-12 03:57:21.257877+00
76371,7.29,2026-03-12 03:58:45.263172+00
76372,7.95,2026-03-12 03:59:42.392975+00
76373,7.46,2026-03-12 04:01:25.144989+00
76374,7.25,2026-03-12 04:02:45.486869+00
76375,7.16,2026-03-12 04:03:24.762417+00
76376,7.87,2026-03-12 04:04:27.828122+00
76377,7.29,2026-03-12 04:05:23.236921+00
76378,6.86,2026-03-12 04:06:43.033909+00
76379,7.09,2026-03-12 04:07:29.558666+00
76380,6.88,2026-03-12 04:08:19.933486+00
76381,7.97,2026-03-12 04:09:22.44683+00
76382,8.11,2026-03-12 04:10:19.15074+00
76383,6.37,2026-03-12 04:11:37.969494+00
76384,7.8,2026-03-12 04:12:33.298944+00
76385,7.01,2026-03-12 04:13:07.976078+00
76386,8.16,2026-03-12 04:14:33.190471+00
76387,6.62,2026-03-12 04:16:49.125696+00
